Sunpower Group Ltd.,5GD.SI,SES,Singapore
Nico Steel Holdings Ltd.,5GF.SI,SES,Singapore
AusGroup Limited,5GJ.SI,SES,Singapore
HLN Technologies Ltd.,5HH.SI,SES,Singapore
Cityneon Holdings Ltd.,5HJ.SI,SES,Singapore
Communication Design,5HT.SI,SES,Singapore
Scorpio East Holdings Ltd.,5HW.SI,SES,Singapore
Advanced Holdings Ltd.,5IA.SI,SES,Singapore
SING Holdings Limited,5IC.SI,SES,Singapore
Lorenzo International Ltd.,5IE.SI,SES,Singapore
Natural Cool Holdings Ltd.,5IF.SI,SES,Singapore
Gallant Venture Ltd.,5IG.SI,SES,Singapore
Fastube Limited,5IH.SI,SES,Singapore
GMG Global Ltd.,5IM.SI,SES,Singapore
Hiap Hoe Limited,5JK.SI,SES,Singapore
Indofood Agri Resources Ltd.,5JS.SI,SES,Singapore
Travelite Holdings Ltd.,5KH.SI,SES,Singapore
Soup Restaurant Group Limited,5KI.SI,SES,Singapore
Eastern Holdings Ltd.,5KU.SI,SES,Singapore
Sitra Holdings,5LE.SI,SES,Singapore
Marco Polo Marine Ltd.,5LY.SI,SES,Singapore
Beng Kuang Marine Ltd.,5MC.SI,SES,Singapore
Ezion Holdings Ltd.,5ME.SI,SES,Singapore
Memstar Technology Ltd.,5MS.SI,SES,Singapore
Kingsmen Creatives Ltd.,5MZ.SI,SES,Singapore
Mencast Holdings Ltd.,5NF.SI,SES,Singapore
China Environment Ltd.,5OU.SI,SES,Singapore
Hyflux Ltd.,600.SI,SES,Singapore
China Auto Corporation Ltd.,A01.SI,SES,Singapore
Achieva Limited,A02.SI,SES,Singapore
Asia Power Corporation Limited,A03.SI,SES,Singapore
ASL Marine Holdings Ltd.,A04.SI,SES,Singapore
AVJennings Limited,A05.SI,SES,Singapore
China Energy Limited,A0G.SI,SES,Singapore
AEM Holdings,A10.SI,SES,Singapore
Allied Technologies Limited,A13.SI,SES,Singapore
Armstrong Corp.,A14.SI,SES,Singapore
Aussino Group Ltd.,A15.SI,SES,Singapore
AEI Corporation Ltd.,A18.SI,SES,Singapore
Auric Pacific Group Limited,A23.SI,SES,Singapore
Sinarmas Land Ltd,A26.SI,SES,Singapore
MDR Ltd,A27.SI,SES,Singapore
Aspial Corporation Limited,A30.SI,SES,Singapore
Addvalue Technologies Ltd.,A31.SI,SES,Singapore
Blumont Group Ltd,A33.SI,SES,Singapore
Amara Holdings Limited,A34.SI,SES,Singapore
Asia Pacific Breweries Limited,A46.SI,SES,Singapore
Rowsley Ltd.,A50.SI,SES,Singapore
AnnAik Limited,A52.SI,SES,Singapore
A-Sonic Aerospace Limited,A53.SI,SES,Singapore
ADV Integrated MFG Corp Ltd.,A54.SI,SES,Singapore
Asia Enterprises,A55.SI,SES,Singapore
Action Asia Limited,A59.SI,SES,Singapore
Luye Pharma Group Ltd.,A61.SI,SES,Singapore
Azeus Systems Holdings Ltd.,A69.SI,SES,Singapore
Unionmet (Singapore) Limited,A6F.SI,SES,Singapore
Ace Achieve Infocom Limited,A75.SI,SES,Singapore
The Think Environmental,A78.SI,SES,Singapore
CitySpring Trust,A7RU.SI,SES,Singapore
SunVic Chemical,A7S.SI,SES,Singapore
China Farm Equipment Limited,A8J.SI,SES,Singapore
China Bearing (Singapore) Ltd.,AD7.SI,SES,Singapore
Texchem-Pack Holdings (S) Ltd.,AI1.SI,SES,Singapore
Sakari Resources Ltd,AJ1.SI,SES,Singapore
Ouhua Energy Holdings Limited,AJ2.SI,SES,Singapore
Swiber Holdings Limited,AK3.SI,SES,Singapore
Gems TV Holdings Limited,AM3.SI,SES,Singapore
Riverstone Holdings Limited,AP4.SI,SES,Singapore
CapitaRetail China Trust,AU8U.SI,SES,Singapore
Chemoil Energy Limited,AV5.SI,SES,Singapore
BRC Asia Limited,B03.SI,SES,Singapore
Next-Generation Satellite,B07.SI,SES,Singapore
Foreland Fabrictech Ltd,B0I.SI,SES,Singapore
China Fishery Group Ltd,B0Z.SI,SES,Singapore
Boardroom Limited,B10.SI,SES,Singapore
Guocoleisure Ltd.,B16.SI,SES,Singapore
Delong Holdings Limited,B1N.SI,SES,Singapore
Rickmers Maritime,B1ZU.SI,SES,Singapore
Biosensors International,B20.SI,SES,Singapore
HanKore Environment Tech,B22.SI,SES,Singapore
Ban Leong Technologies Limited,B26.SI,SES,Singapore
Bonvests Holdings Limited,B28.SI,SES,Singapore
M1 Ltd.,B2F.SI,SES,Singapore
Total Access,B2W.SI,SES,Singapore
China Yuanbang Property,B2X.SI,SES,Singapore
BH Global Marine Limited,B32.SI,SES,Singapore
China Print Power,B3C.SI,SES,Singapore
World Precision Machinery Ltd,B49.SI,SES,Singapore
Banyan Tree Holdings Limited,B58.SI,SES,Singapore
Bukit Sembawang Estates,B61.SI,SES,Singapore
Berger International Limited,B64.SI,SES,Singapore
Broadway Industrial,B69.SI,SES,Singapore
Sin Ghee Huat Corporation Ltd.,B7K.SI,SES,Singapore
Chnia XLX Fertiliser Ltd.,B9R.SI,SES,Singapore
CosmoSteel Holdings Limited,B9S.SI,SES,Singapore
Valuetronics Holdings Limited,BN2.SI,SES,Singapore
Keppel Corp Ltd,BN4.SI,SES,Singapore
Yangzijiang Shipbuilding,BS6.SI,SES,Singapore
Compact Metal Ltd,C02.SI,SES,Singapore
China Merchants Property,C03.SI,SES,Singapore
Casa Holdings Ltd.,C04.SI,SES,Singapore
Chemical Industries,C05.SI,SES,Singapore
CSC Holdings Limited,C06.SI,SES,Singapore
Jardine Cycle & Carriage Ltd.,C07.SI,SES,Singapore
City Developments Ltd.,C09.SI,SES,Singapore
China Hongcheng,C0Z.SI,SES,Singapore
Chosen Holdings Limited,C10.SI,SES,Singapore
CEI Contract,C11.SI,SES,Singapore
CH Offshore Ltd.,C13.SI,SES,Singapore
CWT Limited,C14.SI,SES,Singapore
Chinasing Investment,C16.SI,SES,Singapore
Cerebos Pacific Limited,C20.SI,SES,Singapore
China Merchants Holdings,C22.SI,SES,Singapore
Chip Eng Seng Corporation Ltd.,C29.SI,SES,Singapore
Sunmart Holdings Limited,C2J.SI,SES,Singapore
Parkway Life Real Estate,C2PU.SI,SES,Singapore
CapitaLand Limited,C31.SI,SES,Singapore
Chuan Hup Holdings Ltd.,C33.SI,SES,Singapore
Creative Master Bermuda,C35.SI,SES,Singapore
China International,C37.SI,SES,Singapore
Capitalmall Trust,C38U.SI,SES,Singapore
Uni-Asia Finance Corporation,C3T.SI,SES,Singapore
Cortina Holdings Limted,C41.SI,SES,Singapore
Centillion Environment,C49.SI,SES,Singapore
LH Group Ltd,C4P.SI,SES,Singapore
Cheung Woh Technologies Ltd.,C50.SI,SES,Singapore
ComfortDelGro Corp.,C52.SI,SES,Singapore
China Flexible Packaging,C59.SI,SES,Singapore
Amplefield Limited,C60.SI,SES,Singapore
Mirach Energy Limited,C68.SI,SES,Singapore
Singapore Airlines Limited,C6U.SI,SES,Singapore
China Paper Holdings Limited,C71.SI,SES,Singapore
Creative Technology, Ltd.,C76.SI,SES,Singapore
Jiutian Chemical Group Limited,C8R.SI,SES,Singapore
China Haida Ltd.,C92.SI,SES,Singapore
Sinostar Pec Holdings Limited,C9Q.SI,SES,Singapore
StarHub Ltd.,CC3.SI,SES,Singapore
China Sunsine Chemical,CH8.SI,SES,Singapore
R H Energy Ltd.,CL7.SI,SES,Singapore
Avi-Tech Electronics Limited,CT1.SI,SES,Singapore
Yong Xin International,CX5.SI,SES,Singapore
Suntar Eco-City Ltd,CZ3.SI,SES,Singapore
Dutech Holdings Limited,CZ4.SI,SES,Singapore
Dairy Farm International,D01.SI,SES,Singapore
Del Monte Pacific Limited,D03.SI,SES,Singapore
Datapulse Technology Limited,D04.SI,SES,Singapore
DBS Group Holdings Ltd,D05.SI,SES,Singapore
Devotion Energy Group Limited,D08.SI,SES,Singapore
Design Studio Furniture,D11.SI,SES,Singapore
SC Global Developments Ltd.,D2S.SI,SES,Singapore
Cacola Furniture,D2U.SI,SES,Singapore
Changtian Plastic,D2V.SI,SES,Singapore
CDW Holding Limited,D38.SI,SES,Singapore
Sinotel Technologies Ltd.,D3W.SI,SES,Singapore
China New Town,D4N.SI,SES,Singapore
China Great Land Holdings Ltd.,D50.SI,SES,Singapore
Z-Obee Holdings Limited,D5N.SI,SES,Singapore
Dynamic Colours Limited,D6U.SI,SES,Singapore
C&G,D79.SI,SES,Singapore
First Ship Lease Trust,D8DU.SI,SES,Singapore
Fuxing China Group Limited,DC9.SI,SES,Singapore
Hanwell Holdings Ltd,DM0.SI,SES,Singapore
China Oilfield,DT2.SI,SES,Singapore
Mermaid Maritime Public,DU4.SI,SES,Singapore
Saizen Real Estate,DZ8U.SI,SES,Singapore
Eu Yan Sang International Ltd.,E02.SI,SES,Singapore
VGO Corporation Limited,E09.SI,SES,Singapore
Ellipsiz Ltd.,E13.SI,SES,Singapore
Elec & Eltek,E16.SI,SES,Singapore
Excelpoint Technology Ltd.,E17.SI,SES,Singapore
ECS Holdings Limited,E18.SI,SES,Singapore
Europtronic Group Ltd.,E23.SI,SES,Singapore
8Telecom International,E25.SI,SES,Singapore
Eucon Holding Limited,E27.SI,SES,Singapore
Frencken Group Ltd,E28.SI,SES,Singapore
Wee Hur Holdings Ltd.,E3B.SI,SES,Singapore
Golden Agri-Resources Ltd.,E5H.SI,SES,Singapore
Hour Glass Limited,E5P.SI,SES,Singapore
Yongmao Holdings Limited,E6A.SI,SES,Singapore
Sound Global Ltd,E6E.SI,SES,Singapore
Samko Timber Limited,E6R.SI,SES,Singapore
Roxy-Pacific Holdings Limited,E8Z.SI,SES,Singapore
Courage Marine Group Limited,E91.SI,SES,Singapore
China Wheel Holdings Ltd.,E94.SI,SES,Singapore
Li Heng Chemical,E9A.SI,SES,Singapore
Joyas International,E9L.SI,SES,Singapore
First Resources Limited,EB5.SI,SES,Singapore
KTL Global Limited,EB7.SI,SES,Singapore
Mercator Lines,EE6.SI,SES,Singapore
JES International,EG0.SI,SES,Singapore
United Overseas,EH5.SI,SES,Singapore
China Animal Healthcare Ltd.,EP4.SI,SES,Singapore
KSH Holdings Limited,ER0.SI,SES,Singapore
Freight Links Express,F01.SI,SES,Singapore
Food Empire Holdings Limited,F03.SI,SES,Singapore
Sunmoon Food Company Limited,F06.SI,SES,Singapore
FDS Networks Group Ltd.,F07.SI,SES,Singapore
F J Benjamin Holdings Ltd.,F10.SI,SES,Singapore
Fung Choi Media Group Limited,F11.SI,SES,Singapore
Fu Yu Corporation Limited,F13.SI,SES,Singapore
GuocoLand Limited,F17.SI,SES,Singapore
Full Apex holdings,F18.SI,SES,Singapore
Low Keng Huat Ltd,F1E.SI,SES,Singapore
Federal International,F20.SI,SES,Singapore
Fischer Tech Ltd.,F22.SI,SES,Singapore
Fortune Real Estate,F25U.SI,SES,Singapore
China Taisan Technology,F2X.SI,SES,Singapore
Fragrance Group Limited,F31.SI,SES,Singapore
Wilmar International Ltd,F34.SI,SES,Singapore
Indiabulls Properties,F3EU.SI,SES,Singapore
Sino Construction Limited,F3V.SI,SES,Singapore
China Fibretech Ltd.,F6D.SI,SES,Singapore
Cosco,F83.SI,SES,Singapore
Cougar Logistics,F86.SI,SES,Singapore
Fraser and Neave Limited,F99.SI,SES,Singapore
Boustead Singapore Limited,F9D.SI,SES,Singapore
Kencana Agri Limited,F9M.SI,SES,Singapore
Eratat Lifestyle Ltd.,FO8.SI,SES,Singapore
Jasper Investments Limited,FQ7.SI,SES,Singapore
China Sports,FQ8.SI,SES,Singapore
Hisaka Holdings Ltd,FV2.SI,SES,Singapore
Goodpack Limited,G05.SI,SES,Singapore
Great Eastern Hldgs Ltd.,G07.SI,SES,Singapore
GP Batteries,G08.SI,SES,Singapore
Gul Technologies,G09.SI,SES,Singapore
Nam Lee Pressed Metal,G0I.SI,SES,Singapore
Yuexiu Property Co., Ltd.,G10.SI,SES,Singapore
Global Tech holdings,G11.SI,SES,Singapore
Genting Singapore PLC,G13.SI,SES,Singapore
GRP Limited,G18.SI,SES,Singapore
GP Industries Ltd.,G20.SI,SES,Singapore
Global Testing,G31.SI,SES,Singapore
Guthrie GTS Limited,G33.SI,SES,Singapore
GK Goh Holdings Limited,G41.SI,SES,Singapore
Otto Marine Limited,G4F.SI,SES,Singapore
Grand Banks Yachts, Ltd.,G50.SI,SES,Singapore
China Essence Group Ltd.,G54.SI,SES,Singapore
Anwell Technologies Limited,G5X.SI,SES,Singapore
Digiland International Limited,G77.SI,SES,Singapore
China Aviation Oil,G92.SI,SES,Singapore
Hai Leck Holdings Limited,GG7.SI,SES,Singapore
Asia Fashion Holdings Ltd,GH3.SI,SES,Singapore
Dukang Distillers Holding,GJ8.SI,SES,Singapore
China Kunda Tech,GU5.SI,SES,Singapore
STX Pan Ocean Co., Ltd.,GZ9.SI,SES,Singapore
Haw Par Corporation Limited,H02.SI,SES,Singapore
Hor Kew Corporation Ltd.,H06.SI,SES,Singapore
Stamford Land Corporation Ltd.,H07.SI,SES,Singapore
Hotel Royal Limited,H12.SI,SES,Singapore
Ho Bee Investment Ltd.,H13.SI,SES,Singapore
Hotel Properties Limited,H15.SI,SES,Singapore
Huan Hsin Holdings Limited,H16.SI,SES,Singapore
Hi-P International Limited,H17.SI,SES,Singapore
Hotel Grand Central Ltd.,H18.SI,SES,Singapore
Hwa Hong Corporation Limited,H19.SI,SES,Singapore
Hoe Leong Corporation Ltd.,H20.SI,SES,Singapore
Hong Leong Asia Ltd.,H22.SI,SES,Singapore
HLH Group Limited,H27.SI,SES,Singapore
Hersing Corporation Ltd.,H28.SI,SES,Singapore
Hong Fok Corporation Ltd.,H30.SI,SES,Singapore
Pan Pacific Hotels Group Ltd.,H49.SI,SES,Singapore
HTL International Holding,H64.SI,SES,Singapore
HupSteel Limited,H73.SI,SES,Singapore
Hongkong Land Holdings Ltd.,H78.SI,SES,Singapore
Informatics Education Ltd.,I03.SI,SES,Singapore
Xpress Holdings Ltd.,I04.SI,SES,Singapore
Intraco Limited,I06.SI,SES,Singapore
ISDN Holdings Limited,I07.SI,SES,Singapore
Ipco International Limited,I11.SI,SES,Singapore
IPC Corporation Limited,I12.SI,SES,Singapore
Isetan (Singapore) Limited,I15.SI,SES,Singapore
Inno-Pacific Holdings Limited,I26.SI,SES,Singapore
Fabchem China Limited,I54.SI,SES,Singapore
Great Group Holdings Ltd.,I5H.SI,SES,Singapore
Hengxin Technology Ltd.,I85.SI,SES,Singapore
Ziwo Holdings Ltd.,I9T.SI,SES,Singapore
Seroja Investments Ltd.,IW5.SI,SES,Singapore
PEC Ltd.,IX2.SI,SES,Singapore
Jadason Enterprises Ltd.,J03.SI,SES,Singapore
Jaya Holdings Limited,J10.SI,SES,Singapore
Jacks International Limited,J11.SI,SES,Singapore
Juken Technology Limited,J15.SI,SES,Singapore
GSH Corporation Ltd,J16.SI,SES,Singapore
Jackspeed Corporation Limited,J17.SI,SES,Singapore
China Jishan Holdings Limited,J18.SI,SES,Singapore
Hock Lian Seng Holdings Ltd,J2T.SI,SES,Singapore
Jardine Matheson Holdings Ltd.,J36.SI,SES,Singapore
Jardine Strategic Holding,J37.SI,SES,Singapore
Tiger Airways Holdings Ltd,J7X.SI,SES,Singapore
CDL Hospitality Trusts,J85.SI,SES,Singapore
Ryobi Kiso Holdings Ltd,J8O.SI,SES,Singapore
Cambridge Industrial Trust,J91U.SI,SES,Singapore
Changjiang Fertilizer,JA9.SI,SES,Singapore
Sino Grandness,JS5.SI,SES,Singapore
CapitaMalls Asia Ltd.,JS8.SI,SES,Singapore
Q & M Dental Group,JW8.SI,SES,Singapore
k1 Ventures Limited,K01.SI,SES,Singapore
Khong Guan Flour Milling,K03.SI,SES,Singapore
Kian Ann Engineering Limited,K04.SI,SES,Singapore
Keppel Telecommunications,K11.SI,SES,Singapore
Kingboard Copper Foil,K14.SI,SES,Singapore
Keppel Land Ltd,K17.SI,SES,Singapore
T T J Holdings Ltd.,K1Q.SI,SES,Singapore
Kian Ho Bearings Limited,K22.SI,SES,Singapore
Karin Technology,K29.SI,SES,Singapore
Cache Logistics Trust,K2LU.SI,SES,Singapore
Debao Property,K2M.SI,SES,Singapore
China Minzhong Food,K2N.SI,SES,Singapore
Tiong Seng Holdings Ltd.,K2P.SI,SES,Singapore
Global Palm Resources,K6J.SI,SES,Singapore
K-Reit Asia,K71U.SI,SES,Singapore
Koh Brothers Group Limited,K75.SI,SES,Singapore
Sin Heng Heavy Machinery Ltd,KF4.SI,SES,Singapore
Hu An Cable Holdings Ltd.,KI3.SI,SES,Singapore
Cogent Holdings Ltd.,KJ9.SI,SES,Singapore
Frasers Commercial Trust,KT8U.SI,SES,Singapore
Golden Ocean Group Limited,KU3.SI,SES,Singapore
Manhattan Resources Limited,L02.SI,SES,Singapore
Lian Beng Group Limited,L03.SI,SES,Singapore
Lafe Corporation Ltd,L05.SI,SES,Singapore
Lion Asiapac Limited,L08.SI,SES,Singapore
Lung Kee (Bermuda),L09.SI,SES,Singapore
LHT Holdings Limited,L10.SI,SES,Singapore
Lindeteves-Jacoberg Limited,L15.SI,SES,Singapore
Lion Teck Chiang Limited,L17.SI,SES,Singapore
HL Global Enterprises Ltd,L18.SI,SES,Singapore
Lum Chang Holdings Limited,L19.SI,SES,Singapore
Consciencefood Holding Ltd.,L1D.SI,SES,Singapore
LifeBrandz Ltd.,L20.SI,SES,Singapore
Lankom Electronics Ltd.,L22.SI,SES,Singapore
Enviro-Hub Holdings Ltd.,L23.SI,SES,Singapore
LMA International N.V.,L24.SI,SES,Singapore
Lee Kim Tah Holdings Limited,L25.SI,SES,Singapore
Longcheer Holdings Limited,L28.SI,SES,Singapore
Luxking Group Holdings Limited,L34.SI,SES,Singapore
L C Development Limited,L38.SI,SES,Singapore
Luzhou Bio-Chem,L46.SI,SES,Singapore
Treasury China Trust,LG2U.SI,SES,Singapore
Leader Environmental,LS9.SI,SES,Singapore
Metro Holdings Limited,M01.SI,SES,Singapore
Miyoshi Precision Limited,M03.SI,SES,Singapore
Mandarin Oriental,M04.SI,SES,Singapore
MTQ Corporation Limited,M05.SI,SES,Singapore
Multi-Chem Limited,M06.SI,SES,Singapore
S i2i Ltd,M09.SI,SES,Singapore
Manufacturing Integration,M11.SI,SES,Singapore
InnoTek Limited,M14.SI,SES,Singapore
Matex International Limited,M15.SI,SES,Singapore
LottVision Limited,M22.SI,SES,Singapore
Memtech International Ltd.,M26.SI,SES,Singapore
Meghmani Organics Limited,M30.SI,SES,Singapore
Wheelock Properties (S) Ltd.,M35.SI,SES,Singapore
Macquarie Int'l Infra,M41.SI,SES,Singapore
Mapletree Logistics Trust,M44U.SI,SES,Singapore
NeraTelecommunications Ltd.,N01.SI,SES,Singapore
NatSteel Limited,N02.SI,SES,Singapore
Neptune Orient Lines Ltd,N03.SI,SES,Singapore
New Toyo International,N08.SI,SES,Singapore
M Development Ltd.,N14.SI,SES,Singapore
Noble Group Ltd,N21.SI,SES,Singapore
Nippecraft Limited,N32.SI,SES,Singapore
OGL Resources Ltd,O02.SI,SES,Singapore
Ocean Sky International Ltd.,O05.SI,SES,Singapore
Ossia International Limited,O08.SI,SES,Singapore
Far East Orchard Ltd,O10.SI,SES,Singapore
Osim International Ltd.,O23.SI,SES,Singapore
Olam International Ltd,O32.SI,SES,Singapore
Oversea-Chinese Banking,O39.SI,SES,Singapore
Omega Navigation,O57.SI,SES,Singapore
Poh Tiong Choon Ltd,P01.SI,SES,Singapore
People's Food Holdings Limited,P05.SI,SES,Singapore
PCA Technology Limited,P06.SI,SES,Singapore
PNE Industries Ltd.,P07.SI,SES,Singapore
Pacific Andes Resources,P11.SI,SES,Singapore
Powermatic Data Systems,P12.SI,SES,Singapore
Penguin International Limited,P13.SI,SES,Singapore
Pacific Century Regional,P15.SI,SES,Singapore
PCI Limited,P19.SI,SES,Singapore
Popular Holdings Limited,P29.SI,SES,Singapore
United Fiber System Limited,P30.SI,SES,Singapore
Pharmesis International Ltd.,P31.SI,SES,Singapore
Petra Foods Limited,P34.SI,SES,Singapore
Pan Hong Property,P36.SI,SES,Singapore
Pacific Healthcare,P47.SI,SES,Singapore
Pan-United Corporation Ltd.,P52.SI,SES,Singapore
China Kangda Food,P74.SI,SES,Singapore
Plastoform Holdings Limited,P82.SI,SES,Singapore
QAF Limited,Q01.SI,SES,Singapore
Raffles Medical Group Limited,R01.SI,SES,Singapore
Rotary Engineering Limited,R07.SI,SES,Singapore
Ramba Energy Ltd.,R14.SI,SES,Singapore
Sim Lian Group Limited,S05.SI,SES,Singapore
Shangri-La Asia Ltd.,S07.SI,SES,Singapore
Singapore Post Limited,S08.SI,SES,Singapore
Super Group Ltd.,S10.SI,SES,Singapore
SP Corporation Limited,S13.SI,SES,Singapore
Singapore Shipping,S19.SI,SES,Singapore
Straits Trading,S20.SI,SES,Singapore
Genting Hong Kong Ltd.,S21.SI,SES,Singapore
Singapura Finance Ltd.,S23.SI,SES,Singapore
STATS ChipPAC, Ltd.,S24.SI,SES,Singapore
Stamford Tyres,S29.SI,SES,Singapore
Singapore Land Ltd.,S30.SI,SES,Singapore
Sing Investments,S35.SI,SES,Singapore
Sunray Holdings Limited,S38.SI,SES,Singapore
Hong Leong Finance Limited,S41.SI,SES,Singapore
EnGro Corporation Limited,S44.SI,SES,Singapore
San Teh Limited,S46.SI,SES,Singapore
Superior Multi-Packaging,S47.SI,SES,Singapore
SuperBowl Holdings Limited,S48.SI,SES,Singapore
Singapore Reinsurance,S49.SI,SES,Singapore
SembCorp Marine Ltd.,S51.SI,SES,Singapore
SMRT Corporation Ltd.,S53.SI,SES,Singapore
Samudera Shipping Line Limited,S56.SI,SES,Singapore
Surface Mount Technology,S57.SI,SES,Singapore
SATS Ltd.,S58.SI,SES,Singapore
SIA Engineering Corp.,S59.SI,SES,Singapore
SBS Transit Ltd.,S61.SI,SES,Singapore
Singapore Technologies,S63.SI,SES,Singapore
Singapore Exchange Limited,S68.SI,SES,Singapore
Serial System Limited,S69.SI,SES,Singapore
Sunright Limited,S71.SI,SES,Singapore
Stratech Systems Limited,S73.SI,SES,Singapore
Straco Corporation Limited,S85.SI,SES,Singapore
Tat Hong Holdings Limited,T03.SI,SES,Singapore
Thakral Corporation Ltd.,T04.SI,SES,Singapore
Tiong Woon Corporation,T06.SI,SES,Singapore
Tye Soon Limited,T08.SI,SES,Singapore
TT International Limited,T09.SI,SES,Singapore
Tat Seng Packaging Group Ltd.,T12.SI,SES,Singapore
RH Petrogas Ltd.,T13.SI,SES,Singapore
Tianjin Zhongxin Pharmace,T14.SI,SES,Singapore
Tan Chong International Ltd.,T15.SI,SES,Singapore
China Dairy Group Ltd.,T16.SI,SES,Singapore
TPV Technology Ltd.,T18.SI,SES,Singapore
Transview Holdings Limited,T19.SI,SES,Singapore
Scintronix Corp Ltd,T20.SI,SES,Singapore
Tuan Sing Holdings Limited,T24.SI,SES,Singapore
Tsit Wing International,T26.SI,SES,Singapore
Teledata (Singapore) Limited,T28.SI,SES,Singapore
Sunningdale Tech Ltd.,T35.SI,SES,Singapore
Singapore Press,T39.SI,SES,Singapore
TeleChoice International,T41.SI,SES,Singapore
China Auto Electronics,T42.SI,SES,Singapore
Techcomp holdings,T43.SI,SES,Singapore
Transpac Industrial,T55.SI,SES,Singapore
Shanghai Asia Holdings Limited,T57.SI,SES,Singapore
Southern Packaging Group,T77.SI,SES,Singapore
Sinobest Technology,T80.SI,SES,Singapore
United Food Holdings Limited,U01.SI,SES,Singapore
United Engineers Limited,U04.SI,SES,Singapore
United Industrial,U06.SI,SES,Singapore
UPP Holdings Ltd.,U09.SI,SES,Singapore
UOB-Kay Hian Holdings Limited,U10.SI,SES,Singapore
United Overseas Bank Ltd.,U11.SI,SES,Singapore
United Overseas Insurance,U13.SI,SES,Singapore
UOL Group Limited,U14.SI,SES,Singapore
Unified Communications,U18.SI,SES,Singapore
United Envirotech Ltd.,U19.SI,SES,Singapore
Sarin Technologies Ltd.,U77.SI,SES,Singapore
SEMBCorp Industries Ltd.,U96.SI,SES,Singapore
Vicom Limited,V01.SI,SES,Singapore
Venture Corporation Limited,V03.SI,SES,Singapore
Union Steel Holdings Limited,V69.SI,SES,Singapore
WBL Corporation Limited,W01.SI,SES,Singapore
Wing Tai Holdings Limited,W05.SI,SES,Singapore
Willas-Array Electronics,W12.SI,SES,Singapore
Sky China Petroleum,W81.SI,SES,Singapore
SP AusNet,X04.SI,SES,Singapore
Shanghai Turbo,X27.SI,SES,Singapore
STAR Pharmaceutical Limited,X64.SI,SES,Singapore
Yongnam Holdings Ltd.,Y02.SI,SES,Singapore
Yeo Hiap Seng Limited,Y03.SI,SES,Singapore
Youyue International Ltd,Y06.SI,SES,Singapore
Global Yellow Pages Ltd,Y07.SI,SES,Singapore
YHI International Limited,Y08.SI,SES,Singapore
China Mining International Ltd,Y34.SI,SES,Singapore
CEFC International Ltd,Y35.SI,SES,Singapore
Singapore Windsor,Y45.SI,SES,Singapore
