504,20130606,0.018,0.018,0.017,0.018,1854000
504,20130605,0.017,0.018,0.017,0.018,79469000
504,20130604,0.016,0.017,0.016,0.017,42683000
504,20130603,0.014,0.017,0.014,0.016,54715000
504,20130531,0.015,0.015,0.014,0.015,27850000
504,20130530,0.016,0.016,0.015,0.015,41731000
504,20130529,0.018,0.018,0.016,0.017,34925000
504,20130528,0.017,0.019,0.017,0.018,52769000
504,20130527,0.016,0.018,0.016,0.017,38871000
504,20130523,0.017,0.017,0.015,0.016,37252000
504,20130522,0.013,0.018,0.013,0.016,108930000
504,20130521,0.013,0.013,0.013,0.013,12125000
504,20130520,0.013,0.014,0.012,0.013,8968000
504,20130517,0.012,0.013,0.012,0.012,27888000
504,20130516,0.011,0.011,0.011,0.011,2304000
504,20130515,0.012,0.012,0.012,0.012,5070000
504,20130514,0.012,0.012,0.012,0.012,15471000
504,20130513,0.012,0.013,0.012,0.012,30652000
504,20130510,0.012,0.012,0.011,0.012,2140000
504,20130509,0.013,0.013,0.011,0.011,13743000
504,20130508,0.013,0.013,0.012,0.013,10572000
504,20130507,0.013,0.013,0.013,0.013,3000000
504,20130506,0.013,0.013,0.012,0.012,3557000
