536,20130606,0.004,0.004,0.004,0.004,33697000
536,20130605,0.004,0.005,0.004,0.004,1409000
536,20130604,0.004,0.004,0.004,0.004,7770000
536,20130603,0.004,0.004,0.003,0.004,5085000
536,20130531,0.004,0.004,0.004,0.004,974000
536,20130530,0.005,0.005,0.005,0.005,0
536,20130529,0.004,0.005,0.004,0.005,8115000
536,20130528,0.003,0.004,0.003,0.004,57221000
536,20130527,0.004,0.004,0.004,0.004,5798000
536,20130523,0.004,0.004,0.004,0.004,14240000
536,20130522,0.004,0.004,0.004,0.004,3420000
536,20130521,0.004,0.004,0.004,0.004,8922000
536,20130520,0.004,0.004,0.004,0.004,4171000
536,20130517,0.004,0.004,0.004,0.004,2447000
536,20130516,0.004,0.005,0.004,0.004,22985000
536,20130515,0.004,0.005,0.004,0.004,9400000
536,20130514,0.004,0.004,0.004,0.004,2550000
536,20130513,0.004,0.004,0.004,0.004,7970000
536,20130510,0.004,0.004,0.003,0.004,10780000
536,20130509,0.004,0.004,0.004,0.004,1235000
536,20130508,0.004,0.004,0.004,0.004,12020000
536,20130507,0.004,0.005,0.003,0.005,2890000
536,20130506,0.003,0.004,0.003,0.004,5342000
