569,20130606,0.095,0.095,0.095,0.095,0
569,20130605,0.095,0.095,0.095,0.095,0
569,20130604,0.099,0.099,0.095,0.095,146000
569,20130603,0.098,0.098,0.098,0.098,0
569,20130531,0.098,0.098,0.098,0.098,0
569,20130530,0.098,0.098,0.098,0.098,0
569,20130529,0.095,0.098,0.095,0.098,132000
569,20130528,0.101,0.102,0.095,0.095,95000
569,20130527,0.097,0.097,0.097,0.097,0
569,20130523,0.097,0.097,0.097,0.097,0
569,20130522,0.097,0.097,0.097,0.097,1000
569,20130521,0.097,0.097,0.097,0.097,0
569,20130520,0.097,0.097,0.097,0.097,1000
569,20130517,0.1,0.1,0.1,0.1,0
569,20130516,0.1,0.1,0.1,0.1,25000
569,20130515,0.1,0.1,0.1,0.1,0
569,20130514,0.1,0.1,0.1,0.1,0
569,20130513,0.1,0.1,0.1,0.1,10000
569,20130510,0.099,0.099,0.099,0.099,0
569,20130509,0.099,0.099,0.099,0.099,0
569,20130508,0.099,0.099,0.099,0.099,0
569,20130507,0.099,0.099,0.099,0.099,156000
569,20130506,0.1,0.1,0.1,0.1,0
