579,20130606,0.052,0.052,0.05,0.05,10047000
579,20130605,0.053,0.053,0.051,0.052,32932000
579,20130604,0.053,0.055,0.052,0.052,54006000
579,20130603,0.049,0.051,0.049,0.051,12002000
579,20130531,0.05,0.05,0.048,0.049,9139000
579,20130530,0.051,0.052,0.049,0.05,10538000
579,20130529,0.05,0.052,0.049,0.051,22424000
579,20130528,0.049,0.05,0.048,0.049,3808000
579,20130527,0.049,0.049,0.048,0.049,1957000
579,20130523,0.051,0.051,0.048,0.049,11198000
579,20130522,0.048,0.052,0.048,0.051,41729000
579,20130521,0.048,0.049,0.047,0.048,2858000
579,20130520,0.048,0.048,0.047,0.047,3710000
579,20130517,0.049,0.049,0.048,0.048,2664000
579,20130516,0.048,0.049,0.048,0.049,11079000
579,20130515,0.047,0.049,0.047,0.048,6767000
579,20130514,0.048,0.048,0.047,0.047,9176000
579,20130513,0.05,0.05,0.048,0.048,6281000
579,20130510,0.05,0.05,0.049,0.05,3652000
579,20130509,0.05,0.051,0.05,0.051,7850000
579,20130508,0.05,0.05,0.05,0.05,4602000
579,20130507,0.048,0.051,0.047,0.05,18529000
579,20130506,0.049,0.05,0.048,0.048,5947000
