535,20130606,0.044,0.044,0.044,0.044,0
535,20130605,0.044,0.044,0.044,0.044,50000
535,20130604,0.045,0.045,0.045,0.045,250000
535,20130603,0.046,0.046,0.046,0.046,0
535,20130531,0.046,0.046,0.046,0.046,500000
535,20130530,0.045,0.045,0.045,0.045,1040000
535,20130529,0.048,0.048,0.047,0.047,200000
535,20130528,0.053,0.053,0.05,0.05,798000
535,20130527,0.051,0.051,0.051,0.051,0
535,20130523,0.053,0.053,0.051,0.051,500000
535,20130522,0.052,0.052,0.051,0.052,500000
535,20130521,0.053,0.053,0.051,0.051,401000
535,20130520,0.05,0.05,0.05,0.05,0
535,20130517,0.05,0.05,0.05,0.05,0
535,20130516,0.051,0.051,0.05,0.05,70000
535,20130515,0.054,0.054,0.051,0.051,151000
535,20130514,0.054,0.055,0.054,0.054,90000
535,20130513,0.055,0.055,0.055,0.055,60000
535,20130510,0.054,0.054,0.054,0.054,0
535,20130509,0.054,0.054,0.054,0.054,0
535,20130508,0.055,0.055,0.054,0.054,18000
535,20130507,0.055,0.055,0.055,0.055,30000
535,20130506,0.046,0.046,0.046,0.046,3000
