586,20130606,0.064,0.064,0.064,0.064,0
586,20130605,0.064,0.064,0.064,0.064,0
586,20130604,0.064,0.064,0.064,0.064,7000
586,20130603,0.065,0.065,0.065,0.065,0
586,20130531,0.065,0.065,0.065,0.065,0
586,20130530,0.065,0.065,0.065,0.065,0
586,20130529,0.065,0.065,0.065,0.065,0
586,20130528,0.065,0.065,0.065,0.065,0
586,20130527,0.065,0.065,0.065,0.065,0
586,20130523,0.065,0.065,0.065,0.065,0
586,20130522,0.065,0.065,0.065,0.065,1000
586,20130521,0.065,0.065,0.065,0.065,0
586,20130520,0.065,0.065,0.065,0.065,0
586,20130517,0.065,0.065,0.065,0.065,0
586,20130516,0.065,0.065,0.065,0.065,0
586,20130515,0.065,0.065,0.065,0.065,0
586,20130514,0.065,0.065,0.065,0.065,10000
586,20130513,0.066,0.066,0.066,0.066,0
586,20130510,0.066,0.066,0.066,0.066,0
586,20130509,0.066,0.066,0.066,0.066,0
586,20130508,0.066,0.066,0.066,0.066,16000
586,20130507,0.064,0.064,0.064,0.064,3000
586,20130506,0.069,0.069,0.069,0.069,0
