588,20130606,0.118,0.118,0.117,0.117,30000
588,20130605,0.125,0.125,0.119,0.121,158000
588,20130604,0.12,0.12,0.12,0.12,11000
588,20130603,0.12,0.12,0.12,0.12,20000
588,20130531,0.122,0.122,0.122,0.122,0
588,20130530,0.124,0.124,0.119,0.122,93000
588,20130529,0.126,0.126,0.126,0.126,0
588,20130528,0.128,0.128,0.119,0.126,81000
588,20130527,0.12,0.12,0.12,0.12,0
588,20130523,0.128,0.128,0.117,0.12,200000
588,20130522,0.121,0.122,0.12,0.122,169000
588,20130521,0.12,0.123,0.12,0.122,916000
588,20130520,0.122,0.125,0.122,0.125,8000
588,20130517,0.12,0.123,0.119,0.123,210000
588,20130516,0.122,0.122,0.122,0.122,0
588,20130515,0.123,0.123,0.12,0.122,51000
588,20130514,0.121,0.121,0.12,0.12,303000
588,20130513,0.123,0.123,0.12,0.121,885000
588,20130510,0.122,0.123,0.122,0.123,260000
588,20130509,0.128,0.13,0.128,0.13,3000
588,20130508,0.122,0.122,0.122,0.122,39000
588,20130507,0.126,0.126,0.122,0.123,561000
588,20130506,0.126,0.126,0.121,0.124,16000
