564,20130606,0.34,0.34,0.34,0.34,0
564,20130605,0.34,0.34,0.34,0.34,0
564,20130604,0.34,0.34,0.34,0.34,0
564,20130603,0.34,0.34,0.34,0.34,0
564,20130531,0.34,0.34,0.34,0.34,0
564,20130530,0.34,0.34,0.34,0.34,0
564,20130529,0.34,0.34,0.34,0.34,0
564,20130528,0.0,0.0,0.0,0.34,250000
564,20130527,0.34,0.34,0.34,0.34,0
564,20130523,0.35,0.35,0.34,0.34,22000
564,20130522,0.34,0.34,0.34,0.34,0
564,20130521,0.345,0.345,0.34,0.34,38000
564,20130520,0.35,0.35,0.35,0.35,0
564,20130517,0.35,0.35,0.35,0.35,0
564,20130516,0.35,0.35,0.35,0.35,100000
564,20130515,0.35,0.35,0.35,0.35,0
564,20130514,0.35,0.35,0.35,0.35,100000
564,20130513,0.325,0.35,0.325,0.35,19000
564,20130510,0.325,0.325,0.325,0.325,0
564,20130509,0.325,0.325,0.325,0.325,0
564,20130508,0.325,0.325,0.325,0.325,50000
564,20130507,0.325,0.325,0.325,0.325,0
564,20130506,0.325,0.325,0.325,0.325,1000
