F31,20130606,0.24,0.245,0.24,0.245,1504000
F31,20130605,0.245,0.25,0.24,0.24,729000
F31,20130604,0.245,0.245,0.24,0.245,1762000
F31,20130603,0.24,0.245,0.24,0.245,551000
F31,20130531,0.245,0.245,0.24,0.245,849000
F31,20130530,0.25,0.25,0.24,0.245,3630000
F31,20130529,0.25,0.25,0.245,0.245,819000
F31,20130528,0.25,0.25,0.245,0.245,830000
F31,20130527,0.25,0.25,0.245,0.245,412000
F31,20130523,0.25,0.25,0.245,0.25,4073000
F31,20130522,0.255,0.255,0.25,0.25,1600000
F31,20130521,0.25,0.255,0.25,0.255,2026000
F31,20130520,0.255,0.255,0.25,0.255,7501000
F31,20130517,0.25,0.255,0.25,0.255,2485000
F31,20130516,0.25,0.25,0.245,0.25,537000
F31,20130515,0.245,0.25,0.245,0.25,3426000
F31,20130514,0.25,0.25,0.245,0.25,108000
F31,20130513,0.25,0.25,0.245,0.25,6750000
F31,20130510,0.245,0.25,0.245,0.25,1148000
F31,20130509,0.25,0.25,0.245,0.245,1906000
F31,20130508,0.245,0.25,0.245,0.245,220000
F31,20130507,0.25,0.25,0.245,0.245,736000
F31,20130506,0.25,0.25,0.245,0.245,394000
