584,20130606,0.075,0.075,0.073,0.074,11508000
584,20130605,0.078,0.078,0.073,0.076,20514000
584,20130604,0.079,0.079,0.077,0.077,14353000
584,20130603,0.077,0.079,0.076,0.077,17896000
584,20130531,0.079,0.081,0.078,0.078,13210000
584,20130530,0.076,0.082,0.076,0.079,35757000
584,20130529,0.076,0.079,0.076,0.076,16147000
584,20130528,0.08,0.08,0.075,0.076,35678000
584,20130527,0.076,0.085,0.073,0.079,95146000
584,20130523,0.07,0.073,0.064,0.066,14322000
584,20130522,0.065,0.074,0.064,0.069,52096000
584,20130521,0.06,0.062,0.06,0.062,9771000
584,20130520,0.058,0.06,0.058,0.058,10745000
584,20130517,0.056,0.059,0.056,0.057,9500000
584,20130516,0.054,0.056,0.054,0.056,1900000
584,20130515,0.053,0.053,0.052,0.052,1960000
584,20130514,0.054,0.056,0.054,0.055,3122000
584,20130513,0.053,0.054,0.053,0.054,975000
584,20130510,0.053,0.056,0.053,0.056,2615000
584,20130509,0.053,0.055,0.051,0.053,1630000
584,20130508,0.051,0.054,0.051,0.053,2434000
584,20130507,0.051,0.051,0.05,0.05,263000
584,20130506,0.05,0.05,0.05,0.05,222000
