576,20130606,0.043,0.043,0.042,0.042,15345000
576,20130605,0.045,0.045,0.042,0.043,36677000
576,20130604,0.043,0.047,0.043,0.045,132431000
576,20130603,0.041,0.044,0.041,0.042,32577000
576,20130531,0.044,0.044,0.041,0.042,14445000
576,20130530,0.045,0.047,0.043,0.043,127462000
576,20130529,0.04,0.046,0.04,0.045,182824000
576,20130528,0.039,0.04,0.039,0.04,9957000
576,20130527,0.04,0.04,0.039,0.039,16759000
576,20130523,0.042,0.042,0.039,0.04,30976000
576,20130522,0.04,0.043,0.04,0.042,101643000
576,20130521,0.04,0.041,0.039,0.039,8968000
576,20130520,0.041,0.041,0.04,0.04,7666000
576,20130517,0.041,0.041,0.04,0.04,12127000
576,20130516,0.039,0.042,0.039,0.041,73126000
576,20130515,0.04,0.04,0.038,0.039,19076000
576,20130514,0.04,0.041,0.04,0.04,9996000
576,20130513,0.041,0.042,0.04,0.04,3590000
576,20130510,0.041,0.042,0.04,0.042,5587000
576,20130509,0.042,0.043,0.04,0.041,25407000
576,20130508,0.043,0.045,0.042,0.042,100274000
576,20130507,0.038,0.042,0.038,0.042,37475000
576,20130506,0.038,0.04,0.038,0.039,12169000
